name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
india,2023-01-01T00:00:00,11,11,10,93.55,0,0,,0,0,13,5.4,250,1020,0,2,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-01T01:00:00,10,9.6,9,93.5,0,0,,0,0,13.3,5.4,250,1020,0,2,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-01T02:00:00,8.6,8.6,7.6,93.83,0,0,,0,0,13.3,0,282.1,1019.5,0,1.2,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-01T03:00:00,10,10,9,93.5,0,0,,0,0,13.7,0,0,1019,0,2,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-01T04:00:00,9,8.5,9,100,0,0,,0,0,12.2,5.4,270,1019,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-01T05:00:00,7.9,7.9,7.6,98.04,0,0,,0,0,11.9,0.7,270,1019.9,40,1,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-01-01T06:00:00,9,8.5,9,100,0,0,,0,0,11.2,5.4,300,1020,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-01T07:00:00,9,9,9,100,0,0,,0,0,10.4,3.6,250,1020,27.2,1,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-01-01T08:00:00,9.9,9.9,9.3,96.22,0,0,,0,0,10.1,3.9,270,1021.8,90.4,1,1.7,0,0,,Overcast,cloudy,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-01T09:00:00,13,13,10,82.01,0,0,,0,0,14.8,5.4,250,1022,0,1,86.7,0.3,1,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-01T10:00:00,14,14,10,76.84,0,0,,0,0,14.8,9.4,250,1023,0,2,253.7,0.9,3,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-01T11:00:00,17.3,17.3,10.7,65.39,0,0,,0,0,15.5,8,250,1022.5,0,1.9,458.4,1.7,5,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-01T12:00:00,17,17,11,67.77,0,0,,0,0,15.5,7.6,270,1022,0,2,579.3,2.1,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-01T13:00:00,19,19,12,63.85,0,0,,0,0,15.8,5.4,270,1021,0,2,637.8,2.3,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-01T14:00:00,20.2,20.2,10.2,52.64,0,0,,0,0,15.5,4.1,269,1019.3,41.6,2.1,627.6,2.3,6,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-01T15:00:00,19,19,9,52.28,0,0,,0,0,14.8,7.6,300,1020,50,2,543.9,2,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-01-01T16:00:00,17,17,9,59.28,0,0,,0,0,14,5.4,270,1020,50,2,399.4,1.4,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-01-01T17:00:00,17.8,17.8,10.5,62.04,0,0,,0,0,13,2.6,269,1019.2,57.4,2,228.3,0.8,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-01T18:00:00,16,16,9,63.17,0,0,,0,0,8.6,0,0,1020,88.9,3,60.5,0.2,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-01-01T19:00:00,15,15,10,72.03,0,0,,0,0,8.6,0,0,1021,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-01-01T20:00:00,13.9,13.9,11.1,83.36,0,0,,0,0,9.4,0,0,1021.1,42.7,1.4,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-01-01T21:00:00,13,13,9,76.68,0,0,,0,0,10.1,0,0,1021,27.2,2,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-01-01T22:00:00,12,12,9,81.88,0,0,,0,0,10.1,0,0,1021,27.2,2,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-01-01T23:00:00,12.3,12.3,10.4,88.52,0,0,,0,0,10.1,0,0,1021.6,30,1,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-01-02T00:00:00,11,11,10,93.55,0,0,,0,0,9.7,0,0,1021,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-02T01:00:00,11,11,10,93.55,0,0,,0,0,6.8,0,0,1020,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-02T02:00:00,11.1,11.1,9.9,92.59,0,0,,0,0,7.2,1.4,70,1020.9,30,0.7,0,0,0,,Partially cloudy,fog,"42182099999,VIDP,42181099999"
india,2023-01-02T03:00:00,10,10,9,93.5,0,0,,0,0,7.2,0,0,1020,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-02T04:00:00,10,10,10,100,0,0,,0,0,6.1,0,0,1020,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-02T05:00:00,9.6,9.6,8.9,95.7,0,0,,0,0,4.7,0.7,70,1020.7,33.6,1,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-01-02T06:00:00,10,10,10,100,0,0,,0,0,4.3,0,0,1021,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-02T07:00:00,10,10,10,100,0,0,,0,0,4,0,0,1022,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-02T08:00:00,11.5,11.5,10,90.54,0,0,,0,0,5,0,50,1022.7,86.5,1,1.5,0,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-02T09:00:00,12,12,10,87.57,0,0,,0,0,7.6,0,0,1023,0,1,69.8,0.3,1,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-02T10:00:00,13,13,10,82.01,0,0,,0,0,10.4,0,0,1023,0,1,249.7,0.9,2,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-02T11:00:00,15.7,15.7,10.5,71.19,0,0,,0,0,11.5,0,225.1,1023.3,33,1,385.7,1.4,4,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-02T12:00:00,17,17,11,67.77,0,0,,0,0,11.2,5.4,210,1022,0,1,506.3,1.8,5,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-02T13:00:00,17,17,11,67.77,0,0,,0,0,13,9.4,240,1022,0,1,630.1,2.3,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-02T14:00:00,16.3,16.3,10.9,70.32,0,0,,0,0,14.4,2,232,1020.8,4.8,1,598.6,2.2,6,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-02T15:00:00,16,16,12,77.15,0,0,,0,0,14.8,5.4,350,1020,0,1,475.1,1.7,5,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-02T16:00:00,16,16,11,72.22,0,0,,0,0,15.5,5.4,350,1020,0,1,390.5,1.4,4,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-02T17:00:00,14.9,14.9,11.4,79.85,0,0,,0,0,14.4,0.8,46,1020.5,16.6,1,237.8,0.9,2,,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-02T18:00:00,12,12,11,93.6,0,0,,0,0,9.4,9.4,160,1021,0,1,70.4,0.3,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-02T19:00:00,11,11,11,100,0,0,,0,0,6.8,5.4,140,1021,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-02T20:00:00,11.9,11.9,10.6,91.91,0,0,,0,0,6.8,1.4,110,1022.2,1.6,1,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-02T21:00:00,11,11,10,93.55,0,0,,0,0,6.1,5.4,160,1022,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-02T22:00:00,9,8.5,9,100,0,0,,0,0,5.8,5.4,110,1022,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-02T23:00:00,9.9,9.9,9.3,95.77,0,0,,0,0,5.4,0,228.4,1022.8,100,0,0,0,0,,Overcast,cloudy,"42182099999,VIDP,42181099999"
india,2023-01-03T00:00:00,9,8.5,9,100,0,0,,0,0,6.1,5.4,240,1022,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-03T01:00:00,9,8.5,9,100,0,0,,0,0,4,5.4,240,1022,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-03T02:00:00,9.3,9.3,9,97.91,0,0,,0,0,4,0.7,270,1022.2,100,0,0,0,0,,Overcast,cloudy,"42182099999,VIDP,42181099999"
india,2023-01-03T03:00:00,9,8.5,9,100,0,0,,0,0,4.3,5.4,260,1021,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-03T04:00:00,10,9.6,10,100,0,0,,0,0,5.4,5.4,260,1021,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-03T05:00:00,11,11,9.3,89.27,0,0,,0,0,6.5,5.4,277,1021.5,40,1,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-01-03T06:00:00,11,11,10,93.55,0,0,,0,0,7.2,5.4,300,1022,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-03T07:00:00,11,11,10,93.55,0,0,,0,0,7.2,3.6,340,1022,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-03T08:00:00,11.1,11.1,8.8,85.98,0,0,,0,0,8.3,6.9,262,1023.6,80,1,1.6,0,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-03T09:00:00,11,11,9,87.48,0,0,,0,0,12.6,5.4,280,1024,0,1,97.8,0.4,1,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-03T10:00:00,11,11,8,81.75,0,0,,0,0,13.7,5.4,270,1024,0,1,281.2,1,3,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-03T11:00:00,13.1,13.1,9.2,77.4,0,0,,0,0,15.5,7.5,255,1024.2,73.4,1,451.4,1.6,5,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-03T12:00:00,13,13,8,71.66,0,0,,0,0,16.2,5.4,270,1023,0,1,574.9,2.1,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-03T13:00:00,14,14,8,67.14,0,0,,0,0,15.5,7.6,290,1022,0,1,553.7,2,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-03T14:00:00,15.3,15.3,8.9,65.62,0,0,,0,0,15.5,5.4,31,1021.4,53,1,599.3,2.2,6,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-03T15:00:00,14,14,8,67.14,0,0,,0,0,15.1,9.4,290,1021,0,1,467.1,1.7,5,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-03T16:00:00,13,13,8,71.66,0,0,,0,0,15.1,9.4,310,1021,0,1,363.5,1.3,4,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-03T17:00:00,14.2,14.2,8.9,70.61,0,0,,0,0,15.5,2,296,1021.2,30,1,245.8,0.9,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-03T18:00:00,11,11,8,81.75,0,0,,0,0,13.7,7.6,310,1021,0,1,71.3,0.3,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-03T19:00:00,11,11,8,81.75,0,0,,0,0,11.9,7.6,310,1022,0,1,0.1,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-03T20:00:00,10.3,10.3,8.2,86.85,0,0,,0,0,11.9,1,320,1022.7,0,1,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-03T21:00:00,10,9.1,8,87.38,0,0,,0,0,12.6,7.6,310,1022,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-03T22:00:00,9,8.5,9,100,0,0,,0,0,13.7,5.4,300,1023,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-03T23:00:00,7.9,7.9,7.1,94.79,0,0,,0,0,14.8,0.7,290,1022.2,4,1,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-04T00:00:00,9,7.6,9,100,0,0,,0,0,14.8,9.4,300,1022,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-04T01:00:00,8,6.8,8,100,0,0,,0,0,13.7,7.6,280,1022,0,0,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-04T02:00:00,7.1,7.1,6.7,97.13,0,0,,0,0,13.7,1.3,270,1022.6,0.4,0.7,0,0,0,,Clear,fog,"42182099999,VIDP,42181099999"
india,2023-01-04T03:00:00,8,6.4,8,100,0,0,,0,0,14,9.4,290,1022,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-04T04:00:00,8,6,8,100,0,0,,0,0,13.7,11.2,280,1021,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-04T05:00:00,7.7,6.1,7.1,95.84,0,0,,0,0,13.3,9.4,313,1022.5,0.2,0.7,0,0,0,,Clear,fog,"42182099999,VIDP,42181099999"
india,2023-01-04T06:00:00,7,5.2,7,100,0,0,,0,0,13.3,9.4,290,1022,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-04T07:00:00,7,4.8,7,100,0,0,,0,0,12.6,11.2,310,1023,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-04T08:00:00,6.8,6.8,6.6,98.49,0,0,,0,0,11.5,0.8,291,1025,80,1,1.6,0,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-04T09:00:00,8,6.8,7,93.4,0,0,,0,0,17.6,7.6,300,1025,0,1,99.9,0.4,1,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-04T10:00:00,9,7.9,8,93.45,0,0,,0,0,19.8,7.6,290,1025,0,1,288,1,3,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-04T11:00:00,10.3,10.3,6.9,79.7,0,0,,0,0,20.9,6.9,292,1024.4,30,1,460.1,1.7,5,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-04T12:00:00,11,11,9,87.48,0,0,,0,0,20.9,5.4,310,1023,0,1,585.4,2.1,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-04T13:00:00,12,12,10,87.57,0,0,,0,0,18.4,5.4,320,1023,0,1,627.3,2.3,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-04T14:00:00,15,15,7.5,60.75,0,0,,0,0,18.4,2,268,1015.2,0.2,1,644.7,2.3,6,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-04T15:00:00,13,13,8,71.66,0,0,,0,0,18,5.4,250,1021,0,1,571.7,2.1,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-04T16:00:00,13,13,8,71.66,0,0,,0,0,17.6,9.4,260,1021,0,2,438.6,1.6,4,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-04T17:00:00,12.9,12.9,8.7,75.27,0,0,,0,0,16.9,0.8,272,1015.1,0,1.2,261,0.9,3,,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-04T18:00:00,11,11,8,81.75,0,0,,0,0,14.4,5.4,270,1022,0,2,76.5,0.3,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-04T19:00:00,11,11,9,87.48,0,0,,0,0,12.2,0,0,1022,0,2,0.1,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-04T20:00:00,8.8,8.8,7.6,92.15,0,0,,0,0,13.3,0,0,1022.9,0,1.2,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-04T21:00:00,10,10,9,93.5,0,0,,0,0,13.3,0,0,1023,0,2,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-04T22:00:00,9,9,9,100,0,0,,0,0,12.6,0,0,1023,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-04T23:00:00,7.1,7.1,6.3,94.41,0,0,,0,0,11.5,0,324.9,1023.8,0,1,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-05T00:00:00,8,8,7,93.4,0,0,,0,0,10.8,0,0,1023,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-05T01:00:00,8,8,8,100,0,0,,0,0,10.1,0,0,1023,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-05T02:00:00,5.8,5.8,5.5,98.25,0,0,,0,0,9.7,1.1,311.8,1023.2,0,0.9,0,0,0,,Clear,fog,"42182099999,VIDP,42181099999"
india,2023-01-05T03:00:00,7,5.6,7,100,0,0,,0,0,10.4,7.6,280,1022,0,0,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-05T04:00:00,7,6.2,7,100,0,0,,0,0,11.2,5.4,280,1022,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-05T05:00:00,7,6.2,7,100,0,0,,0,0,11.5,5.7,273,1023,100,0,0,0,0,,Overcast,cloudy,"42182099999,VIDP,42181099999"
india,2023-01-05T06:00:00,7,6.2,6,93.35,0,0,,0,0,12.6,5.4,290,1022,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-05T07:00:00,7,6.2,6,93.35,0,0,,0,0,14.8,5.4,280,1023,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-05T08:00:00,7,5.7,6.8,98.61,0,0,,0,0,14.8,7.5,267,1025.2,100,0,1,0,0,,Overcast,cloudy,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-05T09:00:00,7,7,6,93.35,0,0,,0,0,16.6,3.6,260,1025,100,0,43.4,0.2,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-05T10:00:00,5.7,4,5.7,100,0,0,,0,0,18,7.6,281.1,1026,100,,132.3,0.5,1,,Overcast,cloudy,remote
india,2023-01-05T11:00:00,8.1,7.4,8.1,100,0,0,,0,0,19.1,5.4,260,1025,0,1,278.4,1,3,,Clear,clear-day,42181099999
india,2023-01-05T12:00:00,9,8.1,8.4,96.02,0,0,,0,0,19.8,6.8,278.9,1026,100,,371.6,1.3,4,,Overcast,cloudy,remote
india,2023-01-05T13:00:00,10.1,10.1,8,86.8,0,0,,0,0,19.1,6.5,287.2,1025,81.3,,401.7,1.4,4,,Partially cloudy,partly-cloudy-day,remote
india,2023-01-05T14:00:00,14.6,14.6,8.2,65.69,0,0,,0,0,19.8,8.8,270,1022.9,0,1,537.3,1.9,5,,Clear,clear-day,"42,18,20,99,99,94,21,30,00,00,00,00,00,00,00,000"
india,2023-01-05T15:00:00,13,13,8,71.66,0,0,,0,0,19.8,5.4,240,1023,0,1,554.3,2,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-05T16:00:00,13,13,8,71.66,0,0,,0,0,19.4,5.4,240,1023,0,1,444.8,1.6,4,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-05T17:00:00,13.3,13.3,8.8,74.19,0,0,,0,0,18,0.7,250,1023.1,0,1,266.8,1,3,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-05T18:00:00,11,11,9,87.48,0,0,,0,0,14.4,3.6,330,1023,0,1,79.6,0.3,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-05T19:00:00,11,11,10,93.55,0,0,,0,0,11.9,0,0,1023,0,1,0.1,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-05T20:00:00,9.5,9.5,7.5,87.5,0,0,,0,0,11.9,0,0,1025.1,0,1,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-05T21:00:00,8,8,7,93.4,0,0,,0,0,11.9,0,0,1024,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-05T22:00:00,8,8,7,93.4,0,0,,0,0,11.9,0,0,1025,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-05T23:00:00,8,8,6.9,93.11,0,0,,0,0,11.9,0,0,1025.9,0,0.9,0,0,0,,Clear,fog,"42182099999,VIDP,42181099999"
india,2023-01-06T00:00:00,7,7,7,100,0,0,,0,0,11.5,0,0,1024,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-06T01:00:00,7,7,7,100,0,0,,0,0,10.4,0,0,1024,0,0,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-06T02:00:00,7,7,7,100,0,0,,0,0,10.8,0,333.9,1024,0,0,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-06T03:00:00,7,7,7,100,0,0,,0,0,11.2,0,0,1023,0,0,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-06T04:00:00,7,7,7,100,0,0,,0,0,11.5,0,0,1023,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-06T05:00:00,6.1,6.1,6,99.2,0,0,,0,0,11.5,4.7,200,1023.8,100,0.7,0,0,0,,Overcast,fog,"42182099999,VIDP,42181099999"
india,2023-01-06T06:00:00,7,7,7,100,0,0,,0,0,11.9,0,0,1023,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-06T07:00:00,7,7,7,100,0,0,,0,0,11.5,0,0,1024,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-06T08:00:00,7.5,7.5,7,96.51,0,0,,0,0,11.9,1.4,183,1025.7,0,0.7,1,0,0,,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-06T09:00:00,7,6.2,7,100,0,0,,0,0,11.9,5.4,240,1026,0,1,50.7,0.2,1,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-06T10:00:00,8,7.4,8,100,0,0,,0,0,13,5.4,240,1027,0,1,152.8,0.6,2,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-06T11:00:00,10.7,10.7,6.7,76.33,0,0,,0,0,14.8,7.6,235,1026.8,100,1,260.9,0.9,3,,Overcast,cloudy,"42182099999,VIDP,42181099999"
india,2023-01-06T12:00:00,10,9.1,6,76.19,0,0,,0,0,18,7.6,270,1026,0,1,319.1,1.1,3,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-06T13:00:00,12,12,7,71.47,0,0,,0,0,16.9,11.2,270,1025,0,1,351.3,1.3,4,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-06T14:00:00,14.7,14.7,6.9,59.23,0,0,,0,0,18.7,1,290,1023.3,7.3,1,474.6,1.7,5,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-06T15:00:00,14,14,5,54.62,0,0,,0,0,19.4,9.4,270,1023,27.2,1,546.6,2,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-01-06T16:00:00,13,13,6,62.48,0,0,,0,0,19.1,7.6,260,1023,50,1,436,1.6,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-01-06T17:00:00,13.2,13.2,7.1,66.53,0,0,,0,0,18.4,1,320,1022.9,27.6,1,264.3,1,3,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-01-06T18:00:00,11,11,7,76.36,0,0,,0,0,15.8,3.6,290,1023,27.2,1,83,0.3,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-01-06T19:00:00,10,9.6,8,87.38,0,0,,0,0,10.4,5.4,300,1024,27.2,1,0.2,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-01-06T20:00:00,9,9,8,93.03,0,0,,0,0,10.1,1.2,23,1024.5,0,1,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-06T21:00:00,8,7.4,8,100,0,0,,0,0,11.5,5.4,60,1024,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-06T22:00:00,8,8,7,93.4,0,0,,0,0,11.2,0,0,1024,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-06T23:00:00,6.8,6.8,5.5,91.81,0,0,,0,0,11.9,1,332.8,1024.7,0,1,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-01-07T00:00:00,6,6,6,100,0,0,,0,0,12.2,0,0,1023,0,1,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-07T01:00:00,6,6,6,100,0,0,,0,0,10.4,0,0,1023,0,0,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-01-07T02:00:00,5.5,5.5,4.6,94.23,0,0,,0,0,10.4,0,331.6,1024,100,0,0,0,0,,Overcast,cloudy,"42182099999,VIDP,42181099999"
india,2023-01-07T03:00:00,5,3.9,5,100,0,0,,0,0,10.1,5.4,250,1022,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-07T04:00:00,5,5,5,100,0,0,,0,0,10.1,3.6,250,1021,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-07T05:00:00,5.7,5.7,5.7,100,0,0,,0,0,9.7,3,264,1022.7,100,0,0,0,0,,Overcast,cloudy,"42182099999,VIDP,42181099999"
india,2023-01-07T06:00:00,5,2.4,4,93.25,0,0,,0,0,11.9,11.2,260,1022,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-07T07:00:00,5,3.3,5,100,0,0,,0,0,16.2,7.6,260,1023,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-07T08:00:00,6,4.4,5.8,98.94,0,0,,0,0,17.3,7.5,243,1024,100,0,1.1,0,0,,Overcast,cloudy,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-07T09:00:00,6,4.4,5,93.3,0,0,,0,0,19.4,7.6,300,1024,100,0,55.7,0.2,1,,Overcast,cloudy,"VIDP,42181099999"
india,2023-01-07T10:00:00,6,4.4,6,100,0,0,,0,0,20.2,7.6,270,1024,0,1,143.5,0.5,1,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-07T11:00:00,10.2,10.2,5.9,74.84,0,0,,0,0,19.8,4.6,257,1024.4,100,1,252.4,0.9,3,,Overcast,cloudy,"42182099999,VIDP,42139099999,42181099999"
india,2023-01-07T12:00:00,8,6.4,8,100,0,0,,0,0,19.8,9.4,260,1023,0,1,378.3,1.4,4,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-07T13:00:00,11,11,7,76.36,0,0,,0,0,22,7.6,240,1022,0,1,620.8,2.2,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-01-07T14:00:00,14.3,14.3,6.8,60.65,0,0,,0,0,22,7.5,255,1021.1,0,1.2,651,2.3,7,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
