name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
india,2023-04-16T01:00:00,30,28.3,5,20.57,0,0,,0,0,8.3,7.6,170,1008,27.2,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-16T02:00:00,27.7,27.6,13.9,42.68,0,0,,0,0,6.8,2.2,76,1006.7,29.2,1.4,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-16T03:00:00,27,26.3,7,28.11,0,0,,0,0,6.5,0,0,1007,27.2,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-16T04:00:00,26,26,8,31.93,0,0,,0,0,5,0,0,1007,27.2,2,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-16T05:00:00,25,25,14.8,53.27,0,0,,0,0,6.1,0,0,1006.4,29.2,1.3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-16T06:00:00,25,25,9,36.26,0,0,,0,0,7.6,5.4,220,1008,0,2,0,0,0,,Clear,clear-day,"VIDP,42181099999"
india,2023-04-16T07:00:00,27,26.6,10,34.45,0,0,,0,0,8.3,5.4,250,1009,27.2,2,14.5,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-16T08:00:00,27.6,27.8,15.4,47.52,0,0,,0,0,11.2,1.5,273,1008.4,56.2,1.2,163.6,0.6,2,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-16T09:00:00,34,32,8,20.16,0,0,,0,0,13,9.4,270,1010,50,3,387,1.4,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-16T10:00:00,35,33.1,9,20.41,0,0,,0,0,18.7,11.2,250,1011,50,3,605,2.2,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-16T11:00:00,36.3,35.5,13.3,25.28,0,0,,0,0,24.1,7,44,1008.4,30.8,2.9,785.7,2.8,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
india,2023-04-16T12:00:00,39,36.9,8,15.33,0,0,,0,0,27.7,9.4,270,1009,50,4,911.1,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-16T13:00:00,39,36.7,7,14.32,0,0,,0,0,29.9,14.8,270,1008,50,5,903.8,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-16T14:00:00,39.6,38.5,11.8,19.24,0,0,,0,0,29.2,9.3,255,1004.7,31.5,4.1,693.6,2.5,7,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-16T15:00:00,40,37.5,6,12.67,0,0,,0,0,28.1,9.4,260,1006,50,5,825.4,3,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-16T16:00:00,39,36.5,6,13.36,0,0,,0,0,28.1,9.4,260,1005,88.9,5,666.2,2.4,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-16T17:00:00,38.3,37.4,12.6,21.69,0,0,,0,0,37.1,7.5,232,1002.9,67.8,3.8,477.6,1.7,5,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-16T18:00:00,36.8,37.8,17.2,31.56,0,0,,0,0,21.6,2.5,334.9,1004,35.3,,251.5,0.9,3,,Partially cloudy,partly-cloudy-day,remote
india,2023-04-16T19:00:00,34.7,35,16.5,33.89,0,0,,0,0,10.4,1.1,27.8,1004,16.2,,70.5,0.3,0,,Clear,clear-night,remote
india,2023-04-16T20:00:00,33,32.8,15.5,35.02,0,0,,0,0,9.4,0.8,170,1005.1,66.6,2.2,1.7,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-16T21:00:00,33,31.2,9,22.82,0,0,,0,0,8.6,5.4,180,1007,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-16T22:00:00,31,29.7,11,29.21,0,0,,0,0,6.8,0,0,1008,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-16T23:00:00,29.5,29.8,16.9,46.81,0,0,,0,0,5.8,0,0,1006.2,57.3,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-17T00:00:00,31,29.4,9,25.55,0,0,,0,0,6.8,7.6,240,1008,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-17T01:00:00,29,27.9,10,30.65,0,0,,0,0,12.2,3.6,293.1,1007,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-17T02:00:00,27.3,27.9,17,53.47,0,0,,0,0,12.2,0,0,1005.5,57.3,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-17T03:00:00,28,27.1,9,30.38,0,0,,0,0,11.5,0,0,1006,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-17T04:00:00,27,26.6,10,34.45,0,0,,0,0,11.9,7.6,20,1006,27.2,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-17T05:00:00,23.8,23.8,16.3,62.53,0,0,,0,0,12.6,1,101,1005.6,29.2,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-17T06:00:00,27,26.7,11,36.82,0,0,,0,0,12.6,5.4,270,1008,27.2,2,0,0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-17T07:00:00,28,27.3,11,34.73,0,0,,0,0,11.5,3.6,260,1008,27.2,3,15.3,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-17T08:00:00,29.1,28.9,15,42.35,0,0,,0,0,14.4,6.9,255,1007.2,29.3,2.2,164.3,0.6,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-17T09:00:00,32,30.4,10,25.82,0,0,,0,0,16.6,5.4,180,1009,0,3,385.8,1.4,4,,Clear,clear-day,"VIDP,42181099999"
india,2023-04-17T10:00:00,35,32.9,8,19.07,0,0,,0,0,19.8,7.6,240,1010,0,3,601.5,2.2,6,,Clear,clear-day,"VIDP,42181099999"
india,2023-04-17T11:00:00,37.5,36.6,12.6,22.52,0,0,,0,0,22.3,13.3,257,1007.2,0,3.8,781.2,2.8,8,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-17T12:00:00,37,34.9,8,17.08,0,0,,0,0,24.1,7.6,290,1009,0,5,906.4,3.3,9,,Clear,clear-day,"VIDP,42181099999"
india,2023-04-17T13:00:00,38,35.9,8,16.18,0,0,,0,0,22.3,7.6,320,1008,0,5,914.8,3.3,9,,Clear,clear-day,"VIDP,42181099999"
india,2023-04-17T14:00:00,39.7,38.8,12.2,19.5,0,0,,0,0,23,7,286,1005,29.9,2.7,820.6,3,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-17T15:00:00,40,37.2,4,11.02,0,0,,0,0,24.5,7.6,290,1007,27.2,5,813.5,2.9,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-17T16:00:00,39,36.1,3,10.84,0,0,,0,0,24.1,5.4,260,1006,27.2,5,670.4,2.4,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-17T17:00:00,32.5,32.7,16.7,38.96,0,0,,0,0,22.3,3,270,1005.6,29.3,2.7,504.3,1.8,5,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-17T18:00:00,36,33.8,7,16.85,0,0,,0,0,19.1,0,0,1006,27.2,4,285.5,1,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-17T19:00:00,35,33.1,9,20.41,0,0,,0,0,12.2,0,0,1007,27.2,4,101.7,0.4,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-17T20:00:00,31.2,32,17.7,44.45,0,0,,0,0,13.7,0,0,1006.2,29.2,2.3,2.3,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-17T21:00:00,32,30.4,10,25.82,0,0,,0,0,13.3,0,0,1008,0,4,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-04-17T22:00:00,32,30.6,11,27.6,0,0,,0,0,13.3,0,0,1009,0,4,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-04-17T23:00:00,27.9,28.9,18.3,55.91,0,0,,0,0,13.3,0,0,1007.3,2.2,2.3,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
india,2023-04-18T00:00:00,29,28.2,12,35.01,0,0,,0,0,13,0,0,1008,0,4,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-04-18T01:00:00,29,28.4,13,37.38,0,0,,0,0,7.2,5.4,270,1008,0,3,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-04-18T02:00:00,25.8,25.8,19,66.06,0,0,,0,0,9.4,0,0,1006.9,30,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-18T03:00:00,27,27,13,42,0,0,,0,0,11.9,0,0,1008,0,3,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-04-18T04:00:00,27,26.8,12,39.34,0,0,,0,0,12.6,0,0,1008,0,3,0,0,0,,Clear,clear-night,"VIDP,42181099999"
india,2023-04-18T05:00:00,24.5,24.5,17.4,64.85,0,0,,0,0,10.8,0,0,1007.4,36.6,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-18T06:00:00,27,26.7,11,36.82,0,0,,0,0,10.4,0,0,1009,27.2,3,0,0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-18T07:00:00,30,28.7,10,28.94,0,0,,0,0,11.2,7.6,270,1010,27.2,3,16.3,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-18T08:00:00,32,31.2,13.7,33,0,0,,0,0,15.8,13.2,250,1009,36.6,2.2,165.5,0.6,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-18T09:00:00,35,33.1,9,20.41,0,0,,0,0,18.7,11.2,250,1011,27.2,4,386.7,1.4,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-18T10:00:00,36.1,34.2,9.1,19.32,0,0,,0,0,23.8,14.8,250,1011,0,4,604.7,2.2,6,,Clear,clear-day,42181099999
india,2023-04-18T11:00:00,37.4,37.5,15.4,27.25,0,0,,0,0,24.8,14.7,250,1008.9,5.8,4.1,779.7,2.8,8,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-18T12:00:00,38,36.6,11,19.79,0,0,,0,0,29.5,11.2,270,1011,0,5,904.3,3.3,9,,Clear,clear-day,"VIDP,42181099999"
india,2023-04-18T13:00:00,38,36.3,10,18.51,0,0,,0,0,24.8,13,290,1010,27.2,5,911.1,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-18T14:00:00,37.6,37.5,14.9,26.11,0,0,,0,0,25.9,13.7,252,1006.5,35.3,4.1,936.9,3.4,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-18T15:00:00,39,37.4,10,17.54,0,0,,0,0,27,13,270,1008,50,5,874.6,3.1,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-18T16:00:00,38,36.1,9,17.31,0,0,,0,0,27,13,260,1007,50,5,728.1,2.6,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-18T17:00:00,38.7,38.6,14.3,23.72,0,0,,0,0,25.9,15,255,1004.8,44,4.1,530.9,1.9,5,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-18T18:00:00,37,34.9,8,17.08,0,0,,0,0,23,5.4,270,1007,50,5,279.6,1,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-18T19:00:00,36,34.3,10,20.65,0,0,,0,0,14.4,3.6,266.1,1008,50,4,84.7,0.3,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-18T20:00:00,32.5,33.8,18.7,44.07,0,0,,0,0,13,1,230,1006.2,29.2,2.5,2,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-18T21:00:00,33,31.5,11,26.08,0,0,,0,0,11.2,0,0,1008,27.2,4,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-18T22:00:00,33,31.7,12,27.86,0,0,,0,0,13,0,0,1009,27.2,4,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-18T23:00:00,28.6,29.4,18.1,53.06,0,0,,0,0,16.2,0,0,1007.2,29.2,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-19T00:00:00,32,30.4,10,25.82,0,0,,0,0,15.1,5.4,270,1008,27.2,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-19T01:00:00,30,28.8,11,30.93,0,0,,0,0,10.4,5.4,260,1008,27.2,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-19T02:00:00,29.6,28.7,12.3,34.68,0,0,,0,0,10.4,5.4,81,1006.8,27.2,2.6,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-19T03:00:00,29,28.2,12,35.01,0,0,,0,0,46.4,18.4,290,1008,27.2,2,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-19T04:00:00,27,27,13,42,0,0,,0,0,33.5,14.8,310,1008,50,2,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-19T05:00:00,26.7,27.2,15.5,50.29,0,0,,0,0,29.5,12.3,335,1006.6,64.2,2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-19T06:00:00,26,26,13,44.56,0,0,,0,0,27.7,9.4,340,1008,88.9,2,0,0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-19T07:00:00,25,25,14,50.46,0,0,,0,0,29.5,11.2,350,1009,88.9,2,16.9,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-19T08:00:00,26.3,26.3,16.1,53.36,0,0,,0,0,20.9,10.8,349,1008.2,58.6,2.2,161.9,0.6,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-19T09:00:00,28.3,28.6,16.2,47.96,0,0,,0,0,24.5,10.7,40,1008.3,43.9,3.3,355.3,1.3,4,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
india,2023-04-19T10:00:00,31.2,31.3,16.5,41.34,0,0,,0,0,26.6,8.7,55,1008.2,46.2,4,581.2,2.1,6,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
india,2023-04-19T11:00:00,33.8,34.5,17.3,37.57,0,0,,0,0,25.9,10.6,44,1007.4,43,3.2,735.7,2.6,7,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
india,2023-04-19T12:00:00,34,33,13,28.13,0,0,,0,0,23.8,9.4,80,1007,50,5,885.8,3.2,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-19T13:00:00,35,33.7,12,24.92,0,0,,0,0,15.8,5.4,100,1007,50,5,963.4,3.5,10,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-19T14:00:00,37.3,38,16.4,29.17,0,0,,0,0,19.1,6.2,267,1003.2,41.5,4.1,930.5,3.3,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-19T15:00:00,37,35.3,10,19.55,0,0,,0,0,22,11.2,250,1004,50,5,639.2,2.3,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-19T16:00:00,37,35.1,9,18.28,0,0,,0,0,21.6,9.4,230,1004,50,4,683.2,2.5,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-19T17:00:00,35.9,35.9,15.4,29.61,0,0,,0,0,18.4,10.2,230,1001.1,75.4,2.5,457.4,1.6,5,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-19T18:00:00,35,33.3,10,21.82,0,0,,0,0,15.5,9.4,220,1003,50,4,226.5,0.8,2,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-19T19:00:00,33,31.5,11,26.08,0,0,,0,0,18,7.6,230,1004,50,4,67.3,0.2,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-19T20:00:00,33.3,33.6,16.6,36.89,0,0,,0,0,32.8,7.2,315,1002.3,73.1,2.3,1.2,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-19T21:00:00,31,30.1,13,33.32,0,0,,0,0,39.6,11.2,30,1005,88.9,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-19T22:00:00,29,28.6,14,39.89,0,0,,0,0,32.8,9.4,20,1005,88.9,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-19T23:00:00,30.4,30.6,16.5,43.1,0,0,,0,0,23.4,2,331,1003.5,73.1,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-20T00:00:00,28,27.8,14,42.28,0,0,,0,0,14.8,9.4,20,1005,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-20T01:00:00,27,27.1,14,44.83,0,0,,0,0,8.3,3.6,20.4,1004,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-20T02:00:00,29.1,29.2,16.1,45.38,0,0,,0,0,7.2,2,270,1002.7,51.2,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-20T03:00:00,26,26,13,44.56,0,0,,0,0,6.1,5.4,320,1004,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-20T04:00:00,26,26,13,44.56,0,0,,0,0,12.2,7.6,340,1004,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-20T05:00:00,26.1,26.1,16.1,54.14,0,0,,0,0,18.4,1.4,26,1002.7,50,2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-20T06:00:00,25,25,13,47.28,0,0,,0,0,21.2,5.4,40,1004,50,2,0,0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-20T07:00:00,27,26.8,12,39.34,0,0,,0,0,22.3,7.6,50,1005,50,3,18.1,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-20T08:00:00,27,27.6,16.6,52.93,0,0,,0,0,24.5,0,358,1003.9,67.1,2.2,160.9,0.6,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-20T09:00:00,30,29,12,33.04,0,0,,0,0,28.1,5.4,240,1006,27.2,4,383,1.4,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-20T10:00:00,32,30.7,12,29.48,0,0,,0,0,30.2,7.6,260,1006,27.2,4,598.4,2.2,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-20T11:00:00,33,32.7,15.2,34.3,0,0,,0,0,31.7,7.5,267,1003.7,29.3,4.1,777.5,2.8,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-20T12:00:00,33,31.7,12,27.86,0,0,,0,0,33.5,9.4,220,1005,50,5,899,3.2,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-20T13:00:00,33,31.5,11,26.08,0,0,,0,0,29.5,11.2,250,1004,50,5,907.2,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-20T14:00:00,34.7,34.2,14.5,29.89,0,0,,0,0,27.7,16.9,258,1001.3,63,4.1,877,3.2,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-20T15:00:00,34,32.3,10,23.07,0,0,,0,0,28.1,9.4,230,1002,88.9,5,846.5,3,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-20T16:00:00,34,32.3,10,23.07,0,0,,0,0,28.8,11.2,280,1001,88.9,5,686.4,2.5,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-20T17:00:00,34.8,34.4,14.7,30,0,0,,0,0,32.8,9.7,280,999.1,82.3,4,448.7,1.6,4,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-20T18:00:00,25,25,17,61.16,0,0,,0,0,55.4,27.7,240,1003,100,2,194.3,0.7,2,,Overcast,cloudy,"VIDP,42181099999"
india,2023-04-20T19:00:00,28,27.5,12,37.1,0,0,,0,0,46.4,18.4,260,1003,100,2,80,0.3,0,,Overcast,cloudy,"VIDP,42181099999"
india,2023-04-20T20:00:00,27.6,27.8,15.2,46.84,0.981,100,rain,0,0,12.2,5.4,198,1000.6,67.7,2.2,2.1,0,0,,"Rain, Partially cloudy",rain,"42182099999,VIDP,42181099999"
india,2023-04-20T21:00:00,27,27.1,14,44.83,0,0,,0,0,20.9,3.6,220,1003,88.9,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-20T22:00:00,27,27.3,15,47.82,0,0,,0,0,21.6,3.6,88,1003,88.9,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-20T23:00:00,26.8,27.3,15.6,50.32,0,0,,0,0,19.8,4.1,178,1001.4,58.5,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-21T00:00:00,27,27,13,42,0,0,,0,0,23,13,300,1004,88.9,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-21T01:00:00,26,26,13,44.56,0,0,,0,0,18.7,9.4,20,1003,88.9,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-21T02:00:00,25.1,25.1,14.7,52.63,0,0,,0,0,20.2,8.6,307,1002.1,63.1,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-21T03:00:00,24,24,13,50.2,0,0,,0,0,19.4,5.4,40,1002,88.9,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-21T04:00:00,23,23,13,53.32,0,0,,0,0,16.6,7.6,30,1003,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-21T05:00:00,23,23,14.8,59.63,0,0,,0,0,11.5,5.1,48,1002.4,26.9,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-21T06:00:00,23,23,12,49.93,0,0,,0,0,10.4,7.6,290,1005,88.9,3,0,0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T07:00:00,24,24,11,44,0,0,,0,0,9,3.6,350,1006,88.9,3,19.1,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T08:00:00,26.1,26.1,14.5,48.81,0,0,,0,0,13,9.8,319,1005.2,48.9,2.2,160.9,0.6,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-21T09:00:00,29,28.2,12,35.01,0,0,,0,0,17.6,14.8,100,1007,50,3,362.4,1.3,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T10:00:00,30,29,12,33.04,0,0,,0,0,22,14.8,100,1007,27.2,4,545.1,2,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T11:00:00,33.4,33.3,15.5,34.23,0,0,,0,0,22,6.9,133,1005.3,9.8,2.5,657.4,2.4,7,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-21T12:00:00,33,31.3,10,24.4,0,0,,0,0,19.8,9.4,240,1006,27.2,5,752.7,2.7,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T13:00:00,34,31.5,2,13.27,0,0,,0,0,21.6,11.2,290,1005,88.9,5,884.4,3.2,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T14:00:00,35.5,33.7,9.9,21.14,0,0,,0,0,21.6,17.3,255,1002.4,66.5,4.1,905.4,3.3,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
india,2023-04-21T15:00:00,35,32.5,3,13.48,0,0,,0,0,24.5,7.6,240,1004,50,5,878.4,3.2,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T16:00:00,35,32.5,3,13.48,0,0,,0,0,25.6,7.6,250,1003,50,5,729.9,2.6,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T17:00:00,34.9,33.3,10.6,22.95,0,0,,0,0,24.5,7,255,1001.3,35.6,4,544.5,2,5,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
india,2023-04-21T18:00:00,33,30.7,4,16.17,0,0,,0,0,23,5.4,310,1004,50,4,315.2,1.1,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
india,2023-04-21T19:00:00,32,29.9,5,18.35,0,0,,0,0,12.2,5.4,350,1004,50,4,92.2,0.3,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-21T20:00:00,29.6,29.3,14.8,40.69,0,0,,0,0,21.2,9.6,79,1003.4,57.3,2.3,3.1,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-21T21:00:00,29,28,11,32.77,0,0,,0,0,27.7,9.4,90,1005,50,4,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-21T22:00:00,28,27.3,11,34.73,0,0,,0,0,28.4,9.4,120,1005,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
india,2023-04-21T23:00:00,27.8,27.8,15,45.72,0,0,,0,0,18.4,8.9,117,1004.5,73.1,2.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
india,2023-04-22T00:00:00,27,26.8,12,39.34,0,0,,0,0,13.7,13,320,1006,27.2,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
